objectid,filename,youtubeid,title,format,description,creator,recipient,date,date-is-approximate?,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language,relation
af_7,aokigaharaforest_7.jpg,,A Shrine in the Forest,image/jpg,A small wooden shrine placed in the forest by the relatives of the  deceased,Pieter ten Hoopen,,2012,864,,Japan; Trees; Forest; Photograph; Modern; Religion,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_8,aokigaharaforest_8.jpg,,Tribute in the Forest,image/jpg,A small statue left as a tribute to the deceased,Pieter ten Hoopen,,2012,864,,Japan; Trees; Forest; Photograph; Modern; Religion,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_9,aokigaharaforest_9.png,,Moss Covered Forest,image/png,A monotone photograph of Aokigahara forest,Tomasz Lazar,,2017,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_10,aokigaharaforest_10.png,,Wild Grape Vines in the Forest,image/png,A monotone photograph of Aokigahara forest,Tomasz Lazar,,2017,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_11,aokigaharaforest_11.png,,The World of the Aokigahara Forest 1,image/png,An overview of the Aokigahara Forest and Mount Fuji,,,,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_12,aokigaharaforest_12.png,,The World of the Aokigahara Forest 2,image/png,Flying over the Sea of Trees,,,,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_13,aokigaharaforest_13.png,,The World of the Aokigahara Forest 3,image/png,Looking up through the canopy,,,,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_14,aokigaharaforest_14.png,,The World of the Aokigahara Forest 4,image/png,The dense forest,,,,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_15,aokigaharaforest_15.png,,The World of the Aokigahara Forest 5,image/png,Warning signage in the forest,,,,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_16,aokigaharaforest_16.png,,The World of the Aokigahara Forest 6,image/png,The natural tunnel,,,,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_17,aokigaharaforest_17.png,,The World of the Aokigahara Forest 7,image/png,The hanging greens of Aokigahara,,,,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_18,aokigaharaforest_18.png,,The World of the Aokigahara Forest 8,image/png,One of the caves in Aokigahara,,,,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_19,aokigaharaforest_19.png,,The World of the Aokigahara Forest 9,image/png,A view of the forest,,,,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
af_20,aokigaharaforest_20.png,,The World of the Aokigahara Forest 10,image/png,Through the sea of the trees,,,,864,,Japan; Trees; Forest; Photograph; Modern,Chūbu,35.4752,138.6405,,,,,,,,,,,
dt_1,,lPcz1ILBRSY,Ep9: The Seven Sisters at Devil's Rock,video/mp4,The Native American history of the Devil's tower,Royal Saskatchewan Museum,,2021-02-20,1932,,Lakota; Kiowa; Native American; Video; Modern; Mountain; History,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_2,,Gwy7GqE-G9o,The Story Behind This Giant Rock in the Middle of a Field,video/mp4,How an unusual tower became a legend,PBS Terra,,2023-10-16,1500,,Lakota; Kiowa; Native American; Video; Modern; Mountain; History,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_3,devilstower_3.png,,Dancing for Bear Lodge,image/png,An Ojibwe member in tribal attire traditionally dancing in front of Bear Lodge,Michelle Reed,,2023-07-26,1500,,Ojibwe; Native American; Photograph; Dance; Modern; Mountain,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_4,devilstower_4.png,,Prayer Cloths at Bear Lodge,image/png,Native American prayer cloths tied to a tree in sight of Bear Lodge,Rabi W,,,1500,,Native American; Photograph; Modern; Mountain; Material,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_5,devilstower_5.jpg,,The Climb,image/jpg,A depiction of the legendary bear climbing the mountain against the warriors,,,,1500,,Cheyenne; Native American; Art; Mountain,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_6,devilstower_6.jpg,,Devil's Tower,image/jpg,A muted photograph postcard of Devil's Tower,John C. H. Grabill,,1888,1500,,Native American; Photograph; Antique; Mountain,Wyoming,44.4761,-104.4439,,,The Library of Congress,,,"LOT 3076-14, no. 888",,,,,
dt_7,devilstower_7.jpg,,Devil's Tower Poster,image/jpg,A rangers poster for the Devil's Tower,,,,1500,,Native American; Vintage; Art; Mountain,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_8,devilstower_8.png,,Devil's Tower National Monument Sketch,image/png,A landscape sketch of Devil's Tower,James Niehues,,2021,1500,,Native American; Mountain; Drawing; Art; Modern,Wyoming,44.4761,-104.4439,,,American Landscape Project,,,,Reproduction Righst belong to artist James Niehues,,,,
dt_9,devilstower_9.jpg,,Devil's Tower,image/jpg,A landscape oil painting of Devil's Tower,Thomas Moran,,1919,1500,,Native American; Mountain; Painting; Art; Vintage,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_10,devilstower_10.png,,Devil's Tower,image/png,A drawn spiritual style depiction of Devil's Tower,,,,1500,,Native American; Mountain; Drawing; Art; Modern,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_11,devilstower_11.png,,The World of Bear Lodge 1,image/png,Landscape photograph of Devil's Tower with Bison,,,,1500,,Native American; Mountain; Photograph; Modern; Bison; Animals,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_12,devilstower_12.png,,The World of Bear Lodge 2,image/png,Landscape Photograph of Devil's Tower with Bison and Bulls,,,,1500,,Native American; Mountain; Photograph; Modern; Bison; Bulls; Animals,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_13,devilstower_13.png,,The World of Bear Lodge 3,image/png,Wide open Bears Lodge in the sunset,,,,1500,,Native American; Mountain; Photograph; Modern,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_14,devilstower_14.png,,The World of Bear Lodge 4,image/png,Prayer respect signage at Devil's Tower,,,,1500,,Native American; Mountain; Photograph; Modern,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_15,devilstower_15.png,,The World of Bear Lodge 5,image/png,Close-Up side photograph of Devil's Tower,,,,1500,,Native American; Mountain; Photograph; Modern,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_16,devilstower_16.png,,The World of Bear Lodge 6,image/png,The road to Devil's Tower,,,,1500,,Native American; Mountain; Photograph; Modern,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_17,devilstower_17.png,,The World of Bear Lodge 7,image/png,A River on the landscape of Devil's Tower,,,,1500,,Native American; Mountain; Photograph; Modern,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_18,devilstower_18.png,,The World of Bear Lodge 8,image/png,A Photograph of Devil's Tower,,,,1500,,Native American; Mountain; Photograph; Modern,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_19,devilstower_19.png,,The World of Bear Lodge 9,image/png,An arch of stars over Bear Lodge,,,,1500,,Native American; Mountain; Photograph; Modern,Wyoming,44.4761,-104.4439,,,,,,,,,,,
dt_20,devilstower_20.png,,The World of Bear Lodge 10,image/png,Looking up at Devil's Tower,,,,1500,,Native American; Mountain; Photograph; Modern,Wyoming,44.4761,-104.4439,,,,,,,,,,,
lh_1,,8FC3jIr6LFU,"The Haunting Tales of LYSA HORA in Kiev, Ukraine",video/mp4,The legends surrounding Lysa Hora Hill also known as Bald Mountain,Booradyo,,2021-01-13,1830,,Slavic; Mountain; Witches; Video; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_2,,-iIWJH5AElg,Angel - The Sabbath on Lysa Hora,video/mp4,"An album by Angel, a Ukraine Black Metal Band inspired by the Bald Mountain",Black Casket Records,,2021-07-19,1830,,Slavic; Mountain; Witches; Video; Music; Modern,Kyiv,48.1758,31.0932,,,,,,,Reproduction Rights belong to Black Casket Records,,,,
lh_3,,SLCuL-K39eQ,Night On Bald Mountain - Fantasia (1941) (Theatrical Cut),video/mp4,"A clip from Disney's Fantasia 1941 movie using Modest Mussorgsky orchestral composition ""Night on Bald Mountain""",Oliver Hayhoe,,2014-07-29,1830,,Slavic; Mountain; Video; Music; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_4,lysahora_4.png,,"The Bald Mountain Lysa Hora, Ukraine",image/png,A transcript of a podcast disscussion about Lysa Hora's history,Unsolved Mysteries of the World,,2019-07-01,1830,,Slavic; Mountain; Podcast; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_5,lysahora_5.png,,The Witches' Sabbath,image/png,An oil painting of a Spanish pagan ritual,Francisco Goya,,1798,1830,,Spanish; Slavic; Mountain; Painting; Art; Antique,Kyiv,48.1758,31.0932,,,Museo Lázaro Galdiano in Madrid,,,,,,,,
lh_6,lysahora_6.png,,Statues on Lysa Hora,image/png,Red wooden statues at a gathering area on Lysa Hora,Haidamac,,2019,1830,,Slavic; Mountain; Material; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_7,lysahora_7.png,,Carved Figure on Lysa Hora,image/png,One of the many small carved wooden statues on Lysa Hora,Kiyanka,,2019,1830,,Slavic; Mountain; Material; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_8,lysahora_8.png,,Former Fort on Lysa Hora,image/png,One of the tunnels to the former fort on Lysa Hora,Kiyanka,,2019,1830,,Slavic; Mountain; Vintage; Photograph,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_9,lysahora_9.jpg,,Witches' Sabbath,image/jpg,An artist's depiction of a witches' sabbath in the woods,David Haire,,2020,1830,,Slavic; Mountain; Art; Modern; Mature,Kyiv,48.1758,31.0932,,,,,,,Reproduction Rights belong to artist David Haire,,,,
lh_10,lysahora_10.jpg,,Witches' Sabbath,image/jpg,An antique sketch of a Netherland witches' sabbath,Jacques de Gheyn II,,1600,1830,,Slavic; Netherlandish; Mountain; Antique; Drawing; Art,Kyiv,48.1758,31.0932,,,"The Met, Purchase, Joseph Pulitzer Bequest, 1962",,,62.196,,,,,
lh_11,lysahora_11.png,,The World of Lysa Hora 1,image/png,A tunnel ong Lysa Hora,,,,1830,,Slavic; Mountain; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_12,lysahora_12.png,,The World of Lysa Hora 2,image/png,A trail through Lysa Hora,,,,1830,,Slavic; Mountain; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_13,lysahora_13.png,,The World of Lysa Hora 3,image/png,"An overview of Lysa Hora, the Bald Mountain",,,,1830,,Slavic; Mountain; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_14,lysahora_14.png,,The World of Lysa Hora 4,image/png,A view of Kyiv from Lysa Hora,,,,1830,,Slavic; Mountain; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_15,lysahora_15.png,,The World of Lysa Hora 5,image/png,The woods of Lysa Hora,,,,1830,,Slavic; Mountain; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_16,lysahora_16.png,,The World of Lysa Hora 6,image/png,A trench on Lysa Hora,,,,1830,,Slavic; Mountain; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_17,lysahora_17.png,,The World of Lysa Hora 7,image/png,The flora in the sunset of Lysa Hora,,,,1830,,Slavic; Mountain; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_18,lysahora_18.png,,The World of Lysa Hora 8,image/png,Snow-capped Lysa Hora,,,,1830,,Slavic; Mountain; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_19,lysahora_19.png,,The World of Lysa Hora 9,image/png,Looking out from a stone tunnel on Lysa Hora,,,,1830,,Slavic; Mountain; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
lh_20,lysahora_20.png,,The World of Lysa Hora 10,image/png,The Autumn woods of Lysa Hora,,,,1830,,Slavic; Mountain; Photograph; Modern,Kyiv,48.1758,31.0932,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
mv_2,,Bh0MpOvaOsI,The Destruction of Pompeii | A Short Documentary | Fascinating Horror,video/mp4,The history of Pompeii's destruction,Fascinating Horror,,2022-02-15,79,,Roman; Volcano; Video; History; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_3,,YIZ4aSKT3mo,Geography Lesson: Pompeii Volcano Eruption | Twig,video/mp4,Mount Vesuvius in relation to Romans,Twig Science Reporter,,2012-11-12,79,,Roman; Volcano; Video; History; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_4,,S9Ii8LMpNFE,"Meet Vulcan, Roman God of Fire, Volcanoes and Blacksmiths",video/mp4,"The mythology and history of Vulcan, the namesake of Mount Vesuvius",Icy Sedgwick,,2023-07-22,79,,Roman; Volcano; Video; History; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_5,mountvesuvius_5.jpg,,Celebrating Vulcanalia,image/jpg,Romans celbrating the god Vulcan on Vulcanalia,,,,79,,Roman; Volcano; Art; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_6,mountvesuvius_6.png,,Bacchus at Mount Vesuvius,image/png,"A wall painting of the Roman god Bacchus in front of Mount Vesuvius at the Lararium of the House of the Centenary, Pompeii.",,,55,79,,Roman; Ancient; Volcano; Painting; Art,Naples,40.8224,14.4289,,,Naples Archaeological Museum.,,,,,,,,
mv_7,mountvesuvius_7.jpg,,Mount Vesuvius in Eruption,image/jpg,An oil painting of the Roman Mount Vesuvius Eruption,Jacob More,,1779,79,,Roman; Antique; Volcano; Painting; Art,Naples,40.8224,14.4289,,,"National Galleries of Scotland, Presented to the Royal Institution by Sir John James Steuart of Allanbank 1829; transferred 1859",,,NG 290,,,,,
mv_8,mountvesuvius_8.jpg,,Vesuvius Erupting at Night,image/jpg,An oil painting of Vesuvius' eruption ,William Marlow,,1768,79,,Roman; Antique; Volcano; Painting; Art,Naples,40.8224,14.4289,,,,,,,,,,,
mv_9,mountvesuvius_9.jpg,,Covellite Rocks,image/jpg,A pair of Covellite volcanic rocks from Mount Vesuvius,,,1760,79,,Roman; Antique; Volcano; Material; Stones,Naples,40.8224,14.4289,,,,,,,Reproduction Rights Belong to Mineralauctions.com,,,,
mv_10,mountvesuvius_10.png,,Mount Vesuvius Lava Flow,image/png,A landscape view of Pompeii citizens watching Mount Vesuvius erupt from “Campi Phlegraei” by Sir William Hamilton,Pietro Fabris,,1700,79,,Roman; Antique; Art; Literature; Volcano,Naples,40.8224,14.4289,,,Rare Book and Manuscript Library,,,,,,,,
mv_11,mountvesuvius_11.png,,The World of Mount Vesuvius 1,image/png,A sketch of Vesuvius,,,,79,,Roman; Drawing; Art; Volcano; Vintage,Naples,40.8224,14.4289,,,,,,,,,,,
mv_12,mountvesuvius_12.png,,The World of Mount Vesuvius 2,image/png,A vintage photograph of subsequent Vesuvius eruption,,,,79,,Roman; Photograph; Volcano; Vintage,Naples,40.8224,14.4289,,,,,,,,,,,
mv_13,mountvesuvius_13.png,,The World of Mount Vesuvius 3,image/png,Looking at Vesuvius from Pompeii,,,,79,,Roman; Photograph; Volcano; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_14,mountvesuvius_14.png,,The World of Mount Vesuvius 4,image/png,Looking at Vesuvius from afar,,,,79,,Roman; Photograph; Volcano; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_15,mountvesuvius_15.png,,The World of Mount Vesuvius 5,image/png,Looking at Vesuvius from above,,,,79,,Roman; Photograph; Volcano; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_16,mountvesuvius_16.png,,The World of Mount Vesuvius 6,image/png,The staircase up Vesuvius,,,,79,,Roman; Photograph; Volcano; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_17,mountvesuvius_17.png,,The World of Mount Vesuvius 7,image/png,Looking at Vesuvius from Modern Naples,,,,79,,Roman; Photograph; Volcano; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_18,mountvesuvius_18.png,,The World of Mount Vesuvius 8,image/png,A Statue of Vesuvius' victim,,,,79,,Roman; Photograph; Volcano; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_19,mountvesuvius_19.png,,The World of Mount Vesuvius 9,image/png,Through the ruins of Pompeii,,,,79,,Roman; Photograph; Volcano; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
mv_20,mountvesuvius_20.png,,The World of Mount Vesuvius 10,image/png,The view of Mount Vesuvius and surrounding rim,,,,79,,Roman; Photograph; Volcano; Modern,Naples,40.8224,14.4289,,,,,,,,,,,
ab_1,,-ycpW0UwT78,"In 24 Hours, You'll Witness the Northern Lights Like Never Before!",video/mp4,Folklore about the Northern Lights from Inuit beliefs,Ancient Stories,,2024-11-04,1000BC,,Inuit; Video; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_2,,JZHNsNy9z3M,The Legend Of The Northern Lights: A Cree People's Story *Narrated By: Elder Wilfred Buck,video/mp4,Folklore about the Northern Lights from Cree beliefs,Jaguar Bird,,2023-07-09,1000BC,,Cree; Video; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_3,,ljLbeISADzo,The Legend of the Northern Lights | Alaska Legend,video/mp4,Folklore about the Northern Lights from Alaskan beliefs,Seth Adam Smith,,2014-09-15,1000BC,,Alaskan; Video; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_4,auroraborealis_4.png,,Playing in the Sky,image/png,An artist's depiction of Inuit spirits playing soccer in the sky with a walrus skull,Germaine Arnaktauyok,,2024,1000BC,,Inuit; Drawing; Art; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,Reproduction Rights belong to Germaine Arnaktauyok,,,,
ab_5,auroraborealis_5.png,,The Playing Lights ,image/png,An artist's depiction of Inuit people in a fortress looking at the lights,,,,1000BC,,Inuit; Drawing; Art; Sky; Lights; Vintage,Siorapaluk,77.7858,-70.6390,,,The Library of Congress,,,,,,,,
ab_6,auroraborealis_6.jpg,,The Soccer Match in the Sky,image/jpg,An artist's depiction of the soccer match,,,,1000BC,,Inuit; Art; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_7,auroraborealis_7.jpg,,The Lights are Calling,image/jpg,An artist's depiction of the Inuit people becoming one with the Northern Lights,Jamie Strassenburg,,,1000BC,,Inuit; Art; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_8,auroraborealis_8.jpg,,Inuit Mummers Wearing Masks,image/jpg,Inuit peoples dress in attire and masks of aurora spirits,,,,1000BC,,Inuit; Photograph; Vintage; Sky; Lights,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_9,auroraborealis_9.jpg,,Standing Amongst the Lights,image/jpg,People in the frozen north below the lights,,,,1000BC,,Inuit; Photograph; Modern; Sky; Lights,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_10,auroraborealis_10.png,,A Drawing of Inuit People and the Allure of the Lights,image/png,A vintage drawing of Inuit people in the north with lights over the horizon,,,,1000BC,,Inuit; Drawing; Art; Vintage; Sky; Lights,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_11,auroraborealis_11.png,,"The World of the Aurora Borealis, The Northern Lights, 1",image/png,Lights over a village,,,,1000BC,,Inuit; Photograph; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_12,auroraborealis_12.png,,"The World of the Aurora Borealis, The Northern Lights, 2",image/png,Northern Lights Landscape,,,,1000BC,,Inuit; Photograph; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_13,auroraborealis_13.png,,"The World of the Aurora Borealis, The Northern Lights, 3",image/png,Northern Lights Landscape,,,,1000BC,,Inuit; Photograph; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_14,auroraborealis_14.png,,"The World of the Aurora Borealis, The Northern Lights, 4",image/png,Northern Lights Landscape,,,,1000BC,,Inuit; Photograph; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_15,auroraborealis_15.png,,"The World of the Aurora Borealis, The Northern Lights, 5",image/png,Northern Lights Landscape,,,,1000BC,,Inuit; Photograph; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_16,auroraborealis_16.png,,"The World of the Aurora Borealis, The Northern Lights, 6",image/png,Northern Lights Landscape,,,,1000BC,,Inuit; Photograph; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_17,auroraborealis_17.png,,"The World of the Aurora Borealis, The Northern Lights, 7",image/png,Northern Lights Landscape,,,,1000BC,,Inuit; Photograph; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_18,auroraborealis_18.png,,"The World of the Aurora Borealis, The Northern Lights, 8",image/png,Northern Lights Landscape,,,,1000BC,,Inuit; Photograph; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_19,auroraborealis_19.png,,"The World of the Aurora Borealis, The Northern Lights, 9",image/png,Nornther Lights over an Igloo,,,,1000BC,,Inuit; Photograph; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
ab_20,auroraborealis_20.png,,"The World of the Aurora Borealis, The Northern Lights, 10",image/png,Northern Lights Landscape,,,,1000BC,,Inuit; Photograph; Sky; Lights; Modern,Siorapaluk,77.7858,-70.6390,,,,,,,,,,,
e_1,ending_1.jpg,,Writing Stories,image/jpg,A writer's desk making new stories,,,,,,,,,,,,,,,,,,,,
e_2,ending_2.jpeg,,Storytelling,image/jpeg,An oral story seminar,,,,,,,,,,,,,,,,,,,,
e_3,ending_3.png,,Nature Sprouting from the Pages,image/png,We need to understand that nature and the environment are key pieces of stories,,,,,,,,,,,,,,,,,,,,